id,labels,properties
20316,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3336795,44.5001557,11.3336795,44.5001557],\""latitude\"":44.5001557,\""lon\"":11.3336795,\""x\"":\""11.3336795\"",\""y\"":\""44.5001557\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5001557,\""longitude\"":11.3336795,\""height\"":null},\""geometry\"":\""POINT(11.3336795 44.5001557)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960611\"",\""street_count\"":\""2\"",\""lat\"":44.5001557,\""longitude\"":11.3336795}"
20317,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338451,44.5002218,11.3338451,44.5002218],\""latitude\"":44.5002218,\""lon\"":11.3338451,\""x\"":\""11.3338451\"",\""y\"":\""44.5002218\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5002218,\""longitude\"":11.3338451,\""height\"":null},\""geometry\"":\""POINT(11.3338451 44.5002218)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960612\"",\""street_count\"":\""3\"",\""lat\"":44.5002218,\""longitude\"":11.3338451}"
20318,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338495,44.5001953,11.3338495,44.5001953],\""latitude\"":44.5001953,\""lon\"":11.3338495,\""x\"":\""11.3338495\"",\""y\"":\""44.5001953\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5001953,\""longitude\"":11.3338495,\""height\"":null},\""geometry\"":\""POINT(11.3338495 44.5001953)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960613\"",\""street_count\"":\""2\"",\""lat\"":44.5001953,\""longitude\"":11.3338495}"
20319,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338438,44.5002126,11.3338438,44.5002126],\""latitude\"":44.5002126,\""lon\"":11.3338438,\""x\"":\""11.3338438\"",\""y\"":\""44.5002126\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5002126,\""longitude\"":11.3338438,\""height\"":null},\""geometry\"":\""POINT(11.3338438 44.5002126)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960614\"",\""street_count\"":\""2\"",\""lat\"":44.5002126,\""longitude\"":11.3338438}"
20320,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338513,44.5002297,11.3338513,44.5002297],\""latitude\"":44.5002297,\""lon\"":11.3338513,\""x\"":\""11.3338513\"",\""y\"":\""44.5002297\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5002297,\""longitude\"":11.3338513,\""height\"":null},\""geometry\"":\""POINT(11.3338513 44.5002297)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960615\"",\""street_count\"":\""2\"",\""lat\"":44.5002297,\""longitude\"":11.3338513}"
20321,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338633,44.5002338,11.3338633,44.5002338],\""latitude\"":44.5002338,\""lon\"":11.3338633,\""x\"":\""11.3338633\"",\""y\"":\""44.5002338\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5002338,\""longitude\"":11.3338633,\""height\"":null},\""geometry\"":\""POINT(11.3338633 44.5002338)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960616\"",\""street_count\"":\""2\"",\""lat\"":44.5002338,\""longitude\"":11.3338633}"
20322,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338894,44.500236,11.3338894,44.500236],\""latitude\"":44.500236,\""lon\"":11.3338894,\""x\"":\""11.3338894\"",\""y\"":\""44.500236\"",\""geometry\"":\""POINT(11.3338894 44.500236)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.500236,\""longitude\"":11.3338894,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960617\"",\""street_count\"":\""2\"",\""lat\"":44.500236,\""longitude\"":11.3338894}"
20323,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3339814,44.500247,11.3339814,44.500247],\""latitude\"":44.500247,\""lon\"":11.3339814,\""x\"":\""11.3339814\"",\""y\"":\""44.500247\"",\""geometry\"":\""POINT(11.3339814 44.500247)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.500247,\""longitude\"":11.3339814,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960618\"",\""street_count\"":\""2\"",\""lat\"":44.500247,\""longitude\"":11.3339814}"
20324,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3340752,44.5002615,11.3340752,44.5002615],\""latitude\"":44.5002615,\""lon\"":11.3340752,\""x\"":\""11.3340752\"",\""y\"":\""44.5002615\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5002615,\""longitude\"":11.3340752,\""height\"":null},\""geometry\"":\""POINT(11.3340752 44.5002615)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960619\"",\""street_count\"":\""2\"",\""lat\"":44.5002615,\""longitude\"":11.3340752}"
20325,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3341526,44.5002767,11.3341526,44.5002767],\""latitude\"":44.5002767,\""lon\"":11.3341526,\""x\"":\""11.3341526\"",\""y\"":\""44.5002767\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5002767,\""longitude\"":11.3341526,\""height\"":null},\""geometry\"":\""POINT(11.3341526 44.5002767)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960620\"",\""street_count\"":\""2\"",\""lat\"":44.5002767,\""longitude\"":11.3341526}"
20326,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3342265,44.5002918,11.3342265,44.5002918],\""latitude\"":44.5002918,\""lon\"":11.3342265,\""x\"":\""11.3342265\"",\""y\"":\""44.5002918\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5002918,\""longitude\"":11.3342265,\""height\"":null},\""geometry\"":\""POINT(11.3342265 44.5002918)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960621\"",\""street_count\"":\""2\"",\""lat\"":44.5002918,\""longitude\"":11.3342265}"
20327,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.334538,44.4989853,11.334538,44.4989853],\""latitude\"":44.4989853,\""lon\"":11.334538,\""x\"":\""11.334538\"",\""y\"":\""44.4989853\"",\""geometry\"":\""POINT(11.334538 44.4989853)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4989853,\""longitude\"":11.334538,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960622\"",\""street_count\"":\""2\"",\""lat\"":44.4989853,\""longitude\"":11.334538}"
20328,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3336834,44.5000198,11.3336834,44.5000198],\""latitude\"":44.5000198,\""lon\"":11.3336834,\""x\"":\""11.3336834\"",\""y\"":\""44.5000198\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5000198,\""longitude\"":11.3336834,\""height\"":null},\""geometry\"":\""POINT(11.3336834 44.5000198)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960627\"",\""street_count\"":\""2\"",\""lat\"":44.5000198,\""longitude\"":11.3336834}"
20329,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3334787,44.499434,11.3334787,44.499434],\""latitude\"":44.499434,\""lon\"":11.3334787,\""x\"":\""11.3334787\"",\""y\"":\""44.499434\"",\""geometry\"":\""POINT(11.3334787 44.499434)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.499434,\""longitude\"":11.3334787,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960628\"",\""street_count\"":\""1\"",\""lat\"":44.499434,\""longitude\"":11.3334787}"
20330,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3335672,44.4999524,11.3335672,44.4999524],\""latitude\"":44.4999524,\""lon\"":11.3335672,\""x\"":\""11.3335672\"",\""y\"":\""44.4999524\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4999524,\""longitude\"":11.3335672,\""height\"":null},\""geometry\"":\""POINT(11.3335672 44.4999524)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960629\"",\""street_count\"":\""2\"",\""lat\"":44.4999524,\""longitude\"":11.3335672}"
20331,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3335742,44.4999716,11.3335742,44.4999716],\""latitude\"":44.4999716,\""lon\"":11.3335742,\""x\"":\""11.3335742\"",\""y\"":\""44.4999716\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4999716,\""longitude\"":11.3335742,\""height\"":null},\""geometry\"":\""POINT(11.3335742 44.4999716)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960630\"",\""street_count\"":\""2\"",\""lat\"":44.4999716,\""longitude\"":11.3335742}"
20332,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3335953,44.4999858,11.3335953,44.4999858],\""latitude\"":44.4999858,\""lon\"":11.3335953,\""x\"":\""11.3335953\"",\""y\"":\""44.4999858\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4999858,\""longitude\"":11.3335953,\""height\"":null},\""geometry\"":\""POINT(11.3335953 44.4999858)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960631\"",\""street_count\"":\""2\"",\""lat\"":44.4999858,\""longitude\"":11.3335953}"
20333,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3337528,44.5000419,11.3337528,44.5000419],\""latitude\"":44.5000419,\""lon\"":11.3337528,\""x\"":\""11.3337528\"",\""y\"":\""44.5000419\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5000419,\""longitude\"":11.3337528,\""height\"":null},\""geometry\"":\""POINT(11.3337528 44.5000419)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960632\"",\""street_count\"":\""4\"",\""lat\"":44.5000419,\""longitude\"":11.3337528}"
20334,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3336094,44.4992808,11.3336094,44.4992808],\""latitude\"":44.4992808,\""lon\"":11.3336094,\""x\"":\""11.3336094\"",\""y\"":\""44.4992808\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4992808,\""longitude\"":11.3336094,\""height\"":null},\""geometry\"":\""POINT(11.3336094 44.4992808)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960633\"",\""street_count\"":\""3\"",\""lat\"":44.4992808,\""longitude\"":11.3336094}"
20335,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3337097,44.4998026,11.3337097,44.4998026],\""latitude\"":44.4998026,\""lon\"":11.3337097,\""x\"":\""11.3337097\"",\""y\"":\""44.4998026\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4998026,\""longitude\"":11.3337097,\""height\"":null},\""geometry\"":\""POINT(11.3337097 44.4998026)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960634\"",\""street_count\"":\""2\"",\""lat\"":44.4998026,\""longitude\"":11.3337097}"
20336,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3337205,44.4998211,11.3337205,44.4998211],\""latitude\"":44.4998211,\""lon\"":11.3337205,\""x\"":\""11.3337205\"",\""y\"":\""44.4998211\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4998211,\""longitude\"":11.3337205,\""height\"":null},\""geometry\"":\""POINT(11.3337205 44.4998211)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960635\"",\""street_count\"":\""2\"",\""lat\"":44.4998211,\""longitude\"":11.3337205}"
20337,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3337978,44.4998559,11.3337978,44.4998559],\""latitude\"":44.4998559,\""lon\"":11.3337978,\""x\"":\""11.3337978\"",\""y\"":\""44.4998559\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4998559,\""longitude\"":11.3337978,\""height\"":null},\""geometry\"":\""POINT(11.3337978 44.4998559)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960636\"",\""street_count\"":\""1\"",\""lat\"":44.4998559,\""longitude\"":11.3337978}"
20338,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3336202,44.4993488,11.3336202,44.4993488],\""latitude\"":44.4993488,\""lon\"":11.3336202,\""x\"":\""11.3336202\"",\""y\"":\""44.4993488\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4993488,\""longitude\"":11.3336202,\""height\"":null},\""geometry\"":\""POINT(11.3336202 44.4993488)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960643\"",\""street_count\"":\""4\"",\""lat\"":44.4993488,\""longitude\"":11.3336202}"
20339,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3337869,44.4993492,11.3337869,44.4993492],\""latitude\"":44.4993492,\""lon\"":11.3337869,\""x\"":\""11.3337869\"",\""y\"":\""44.4993492\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4993492,\""longitude\"":11.3337869,\""height\"":null},\""geometry\"":\""POINT(11.3337869 44.4993492)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960644\"",\""street_count\"":\""2\"",\""lat\"":44.4993492,\""longitude\"":11.3337869}"
20340,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.333978,44.4993526,11.333978,44.4993526],\""latitude\"":44.4993526,\""lon\"":11.333978,\""x\"":\""11.333978\"",\""y\"":\""44.4993526\"",\""geometry\"":\""POINT(11.333978 44.4993526)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4993526,\""longitude\"":11.333978,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960645\"",\""street_count\"":\""2\"",\""lat\"":44.4993526,\""longitude\"":11.333978}"
20341,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3341809,44.499455,11.3341809,44.499455],\""latitude\"":44.499455,\""lon\"":11.3341809,\""x\"":\""11.3341809\"",\""y\"":\""44.499455\"",\""geometry\"":\""POINT(11.3341809 44.499455)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.499455,\""longitude\"":11.3341809,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960646\"",\""street_count\"":\""2\"",\""lat\"":44.499455,\""longitude\"":11.3341809}"
20342,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3342062,44.4994251,11.3342062,44.4994251],\""latitude\"":44.4994251,\""lon\"":11.3342062,\""x\"":\""11.3342062\"",\""y\"":\""44.4994251\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4994251,\""longitude\"":11.3342062,\""height\"":null},\""geometry\"":\""POINT(11.3342062 44.4994251)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960647\"",\""street_count\"":\""2\"",\""lat\"":44.4994251,\""longitude\"":11.3342062}"
20343,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338982,44.4998157,11.3338982,44.4998157],\""latitude\"":44.4998157,\""lon\"":11.3338982,\""x\"":\""11.3338982\"",\""y\"":\""44.4998157\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4998157,\""longitude\"":11.3338982,\""height\"":null},\""geometry\"":\""POINT(11.3338982 44.4998157)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960648\"",\""street_count\"":\""2\"",\""lat\"":44.4998157,\""longitude\"":11.3338982}"
20344,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3345491,44.5003611,11.3345491,44.5003611],\""latitude\"":44.5003611,\""lon\"":11.3345491,\""x\"":\""11.3345491\"",\""y\"":\""44.5003611\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5003611,\""longitude\"":11.3345491,\""height\"":null},\""geometry\"":\""POINT(11.3345491 44.5003611)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960649\"",\""street_count\"":\""3\"",\""lat\"":44.5003611,\""longitude\"":11.3345491}"
20345,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3345999,44.5003798,11.3345999,44.5003798],\""latitude\"":44.5003798,\""lon\"":11.3345999,\""x\"":\""11.3345999\"",\""y\"":\""44.5003798\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5003798,\""longitude\"":11.3345999,\""height\"":null},\""geometry\"":\""POINT(11.3345999 44.5003798)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960650\"",\""street_count\"":\""2\"",\""lat\"":44.5003798,\""longitude\"":11.3345999}"
20346,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.334747,44.5003947,11.334747,44.5003947],\""latitude\"":44.5003947,\""lon\"":11.334747,\""x\"":\""11.334747\"",\""y\"":\""44.5003947\"",\""geometry\"":\""POINT(11.334747 44.5003947)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5003947,\""longitude\"":11.334747,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960651\"",\""street_count\"":\""2\"",\""lat\"":44.5003947,\""longitude\"":11.334747}"
20347,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3348372,44.500398,11.3348372,44.500398],\""latitude\"":44.500398,\""lon\"":11.3348372,\""x\"":\""11.3348372\"",\""y\"":\""44.500398\"",\""geometry\"":\""POINT(11.3348372 44.500398)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.500398,\""longitude\"":11.3348372,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960652\"",\""street_count\"":\""2\"",\""lat\"":44.500398,\""longitude\"":11.3348372}"
20348,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3349227,44.500393,11.3349227,44.500393],\""latitude\"":44.500393,\""lon\"":11.3349227,\""x\"":\""11.3349227\"",\""y\"":\""44.500393\"",\""geometry\"":\""POINT(11.3349227 44.500393)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.500393,\""longitude\"":11.3349227,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960653\"",\""street_count\"":\""2\"",\""lat\"":44.500393,\""longitude\"":11.3349227}"
20349,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3350274,44.5003848,11.3350274,44.5003848],\""latitude\"":44.5003848,\""lon\"":11.3350274,\""x\"":\""11.3350274\"",\""y\"":\""44.5003848\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5003848,\""longitude\"":11.3350274,\""height\"":null},\""geometry\"":\""POINT(11.3350274 44.5003848)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960654\"",\""street_count\"":\""2\"",\""lat\"":44.5003848,\""longitude\"":11.3350274}"
20350,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3360792,44.500273,11.3360792,44.500273],\""latitude\"":44.500273,\""lon\"":11.3360792,\""x\"":\""11.3360792\"",\""y\"":\""44.500273\"",\""geometry\"":\""POINT(11.3360792 44.500273)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.500273,\""longitude\"":11.3360792,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960655\"",\""street_count\"":\""3\"",\""lat\"":44.500273,\""longitude\"":11.3360792}"
20351,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3343741,44.5003194,11.3343741,44.5003194],\""latitude\"":44.5003194,\""lon\"":11.3343741,\""x\"":\""11.3343741\"",\""y\"":\""44.5003194\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5003194,\""longitude\"":11.3343741,\""height\"":null},\""geometry\"":\""POINT(11.3343741 44.5003194)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960656\"",\""street_count\"":\""2\"",\""lat\"":44.5003194,\""longitude\"":11.3343741}"
20352,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3343598,44.5003244,11.3343598,44.5003244],\""latitude\"":44.5003244,\""lon\"":11.3343598,\""x\"":\""11.3343598\"",\""y\"":\""44.5003244\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5003244,\""longitude\"":11.3343598,\""height\"":null},\""geometry\"":\""POINT(11.3343598 44.5003244)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960657\"",\""street_count\"":\""2\"",\""lat\"":44.5003244,\""longitude\"":11.3343598}"
20353,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3358141,44.5012637,11.3358141,44.5012637],\""latitude\"":44.5012637,\""lon\"":11.3358141,\""x\"":\""11.3358141\"",\""y\"":\""44.5012637\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5012637,\""longitude\"":11.3358141,\""height\"":null},\""geometry\"":\""POINT(11.3358141 44.5012637)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960681\"",\""street_count\"":\""3\"",\""lat\"":44.5012637,\""longitude\"":11.3358141}"
20354,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359326,44.5012382,11.3359326,44.5012382],\""latitude\"":44.5012382,\""lon\"":11.3359326,\""x\"":\""11.3359326\"",\""y\"":\""44.5012382\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5012382,\""longitude\"":11.3359326,\""height\"":null},\""geometry\"":\""POINT(11.3359326 44.5012382)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960682\"",\""street_count\"":\""3\"",\""lat\"":44.5012382,\""longitude\"":11.3359326}"
20355,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359947,44.5013362,11.3359947,44.5013362],\""latitude\"":44.5013362,\""lon\"":11.3359947,\""x\"":\""11.3359947\"",\""y\"":\""44.5013362\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013362,\""longitude\"":11.3359947,\""height\"":null},\""geometry\"":\""POINT(11.3359947 44.5013362)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960683\"",\""street_count\"":\""2\"",\""lat\"":44.5013362,\""longitude\"":11.3359947}"
20356,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359703,44.5013478,11.3359703,44.5013478],\""latitude\"":44.5013478,\""lon\"":11.3359703,\""x\"":\""11.3359703\"",\""y\"":\""44.5013478\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013478,\""longitude\"":11.3359703,\""height\"":null},\""geometry\"":\""POINT(11.3359703 44.5013478)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960684\"",\""street_count\"":\""2\"",\""lat\"":44.5013478,\""longitude\"":11.3359703}"
20357,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359442,44.5013715,11.3359442,44.5013715],\""latitude\"":44.5013715,\""lon\"":11.3359442,\""x\"":\""11.3359442\"",\""y\"":\""44.5013715\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013715,\""longitude\"":11.3359442,\""height\"":null},\""geometry\"":\""POINT(11.3359442 44.5013715)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960685\"",\""street_count\"":\""2\"",\""lat\"":44.5013715,\""longitude\"":11.3359442}"
